,timestamp_est,anonymous_id,language,question,detected_lang,cluster
1841,2020-03-22 21:52:20.448,f7858d92-5f8a-408c-ba10-d99c25dd39bc,en,What is corona,en,covid-what
1848,2020-03-22 19:06:03.127,a245370e-481d-439b-ad2b-d5d10262c63e,en,Could I get the virus more than once?,en,unclassified
1849,2020-03-22 22:16:18.126,8b535249-f2c1-487c-912f-23689aa7ad64,en,is there a new form of corona virus?,en,unclassified
1850,2020-03-22 19:06:03.129,a245370e-481d-439b-ad2b-d5d10262c63e,en,When will a vaccine become available?,en,covid-med
1852,2020-03-22 18:12:15.255,95a344d0-0b90-4d40-bcec-ff414c0011bb,pl,How to avoid exposure?,en,unclassified
1854,2020-03-22 18:10:12.34,a776300f-f7f3-4b48-80b2-0a11129795a3,en,Would using heated-vapor humidifier help with sanitizing the sinuses of the covid-19?,en,personal-whatif
1855,2020-03-22 20:03:53.169,28914ffd-2639-472a-828a-6352da947b8f,fr,"My head hurts, my body aches a little and I feel a cold coming. How do I know if this is Covid-19 or just an ordinary cold?",en,personal-whatif
1857,2020-03-22 21:15:02.549,9a4d12a5-a1f1-410a-8870-a875a5e0b251,en,"If there are kids around me, do I have to worry if they are infected and I do not know?",en,personal-symptoms
1859,2020-03-23 02:37:51.334,35b5f049-dd0b-4af0-a719-0bdb3e61891c,en,Is it safe to travel in domestic flight with precautions,en,personal-caution
1860,2020-03-22 19:06:03.095,a245370e-481d-439b-ad2b-d5d10262c63e,en,who is at risk of dying after contracting the virus?,en,covid-contagious
1863,2020-03-22 20:22:37.549,4bacba8b-2680-4b67-bc92-c7034ff4c482,en,Should I star home and even avoid going to the supermarket and drugstore?,en,unclassified
1864,2020-03-22 22:06:41.832,58cebf75-290e-4438-9eb6-8f9114ea84b8,en,What's the difference between covid19 and cold?,en,personal-whatif
1870,2020-03-22 22:01:33.044,27981bf8-e098-4bc3-b2a5-d1aa2fd1a2c4,es,What is COVID 19,en,covid-what
1875,2020-03-22 17:42:51.619,1edeeed9-e7bd-4ae0-b746-db3b2cf98e26,en,Why Should I get tested?,en,personal-testing
1881,2020-03-22 23:14:24.73,96874ddc-b0a3-4b88-81da-660395818439,en,Has COVID-19 mutated?,en,unclassified
1882,2020-03-22 20:35:21.991,10bd6bb9-f50f-4d65-943a-5b1de75be3df,en,"Do we have this epidemic, and many more to come, because we're not taking care of the earth, we're destroying more and more trees, and humans are eating more wild animals that have viruses, per a talk from Alanna Shaikh?",en,covid-animals
1886,2020-03-22 18:09:54.78,a90a0084-4927-469c-9a5b-e5cba9854a04,en,I had a bronchitis last month and I'm still having trouble with my breathing a month later but I don't have a fever. Could it be corona virus?,en,unclassified
1887,2020-03-23 01:30:59.768,82162acd-f586-4398-92a7-94577659ca2d,en,can you please tell me symptoms of corona virus?,en,covid-symptoms
1891,2020-03-22 19:29:26.686,e479e81f-506d-488f-bbfa-c1e7ce998ac5,en,How long can the coronavirus live in fabrics?,en,covid-life
1893,2020-03-22 21:56:33.467,f753f60e-53cf-4e33-8acb-f024257b093f,en,Were can I get tested? ,en,personal-testing
1895,2020-03-22 21:50:44.001,db15e1ea-346b-41f2-ad01-26a449e1a49e,en,Is COVID-19 airborne?,en,covid-transmission
1896,2020-03-22 21:27:43.286,72c24ab5-97c7-4287-be75-2aa71cbdf788,en,Is staying at home mandatory?,en,unclassified
1901,2020-03-22 22:30:37.567,fa54dca2-0441-4927-959c-22aa2935c999,fr,if my tempreture is over 39 can i assume that i have covid-19 ?,en,personal-symptoms
1904,2020-03-22 18:22:30.033,bc8b4606-4450-46f3-b321-f3343666c5e5,en,What are the symptoms of Corona?,en,covid-symptoms
1907,2020-03-23 02:23:00.027,8b187e4c-65ce-4b2f-9a45-856456bea2f3,ar,"On a recent study published in ""Nature"" ,it says that the severity of symptoms of COVID-19 infection depends on how much is your Angiotensin converting enzyme 2 gene is expressed ,my question is ,on what factors does the rate of ACE2 gene expression depends? I",en,covid-infection
1910,2020-03-22 21:56:33.502,f753f60e-53cf-4e33-8acb-f024257b093f,en,Could stores open a few hours a week for the elderly? ,en,situation-lockdown
1911,2020-03-22 21:49:35.662,5b7f41a7-86f8-4a2e-a404-c8fe3e111f6e,en,Can I still go out for grocery shopping even if I'm just getting back from vacations,en,personal-whatif
1912,2020-03-22 20:25:07.233,7671d78f-dd94-43b2-adc1-7cc74066da67,en,how many case positive with COVID-19 ?,en,unclassified
1913,2020-03-22 18:12:15.224,95a344d0-0b90-4d40-bcec-ff414c0011bb,pl,How deadly is the virus?,en,situation-stats
1915,2020-03-22 19:53:39.805,9410efa1-ed15-44ed-a9c9-314a8eaf641e,en,Shall we stay where we are or travel to our home country?,en,unclassified
1918,2020-03-23 00:01:18.123,bfa107de-d1f8-4aa8-a273-8544906cd98b,en,symptom of corona,en,covid-symptoms
1923,2020-03-22 22:17:02.571,66303059-b2da-434c-8cdc-b1880a4e1f57,en,Can I fo,en,unclassified
1925,2020-03-22 21:05:06.957,6a5ce2c7-e4cb-462a-b0b3-26173e7e22cf,en,How long does the virus live on clothes?,en,covid-life
1926,2020-03-22 18:12:15.188,95a344d0-0b90-4d40-bcec-ff414c0011bb,pl,What is the incubation time of the virus?,en,covid-incubation
1927,2020-03-22 19:19:51.753,75500523-383e-4558-8680-6efc7d915f91,en,About COVID-19,en,unclassified
1928,2020-03-22 22:43:53.677,5a090f7b-fb98-4cb2-a66b-cb0df1da8377,en,is it made by human or by nature,en,unclassified
1929,2020-03-22 19:32:47.185,98c7dd99-ea3b-44e5-8804-3dda91c53982,en,What is COVID-19?,en,covid-what
1933,2020-03-22 18:22:29.996,bc8b4606-4450-46f3-b321-f3343666c5e5,en,Can anti-viral drugs be used to treat the coronavirus?,en,unclassified
1940,2020-03-22 17:08:08.29,c1e65a8a-7f3c-4c5e-98c3-5507d05f2cdd,en,I have throat ,en,personal-symptoms
1944,2020-03-22 19:53:39.8,9410efa1-ed15-44ed-a9c9-314a8eaf641e,en,When will the treatment be available for this pandemic?,en,covid-med
1952,2020-03-22 23:14:24.714,96874ddc-b0a3-4b88-81da-660395818439,en,What are the early symptoms of COVID-19,en,covid-symptoms
1955,2020-03-22 20:35:22.02,10bd6bb9-f50f-4d65-943a-5b1de75be3df,en,"Would it help eradicate viruses immediately if we put in place proper healthcare systems throughout every country, rich or poor, and to also have enough health professionals worldwide in place who will immediately recognize if there is a contagious virus in their city to eradicate it before it spreads?",en,personal-whatif
1956,2020-03-22 22:17:34.809,66303059-b2da-434c-8cdc-b1880a4e1f57,en,Can I go to the supermarket?,en,situation-lockdown
1958,2020-03-22 19:39:22.848,b0be5180-0e5f-473f-86f5-d8144876b1ae,en,What time is it,en,unclassified
1961,2020-03-22 18:29:19.5,72a4386d-442e-4d58-b2aa-87a8728c8d04,en,What are the ways to prevent coronavirus?,en,personal-caution
1962,2020-03-22 21:05:06.944,6a5ce2c7-e4cb-462a-b0b3-26173e7e22cf,en,"Once you are cured from Covid-19, can you catch it again?",en,covid-med
1963,2020-03-22 20:44:40.577,b3923f7c-ea90-4af2-94c5-5ee8736975fd,ko,I think I have a fever. What do I do?,en,personal-symptoms
1967,2020-03-22 17:28:49.195,d3fd3fbb-c366-40da-b6fd-46370f929019,en,I was very sick with covid symptoms in late February and still coughing . Should I go get tested,en,personal-testing
1968,2020-03-22 23:40:40.007,f23b8417-8435-4e7f-a675-af511d9fd996,en,"Hello, I am social distancing and taking precautions, however I have to share a communal sink. I try to stay as safe as possible by cleaning it, but I have touched the knobs with my bare hands without thinking, can germs spread this way? Should I avoid the sink in general? Thank you! ",en,personal-caution
1972,2020-03-22 22:38:48.69,7825a83d-5731-44be-acd7-1df1abaf9823,en,Who should I tell if I think I have COVID-19?,en,personal-symptoms
1973,2020-03-22 23:54:26.249,7ab089e2-6a92-4f52-ae59-8a9760d3f6a1,en,how many death now,en,situation-stats
1977,2020-03-22 18:06:35.257,64d47cce-0e34-4a98-bcc8-0241085654d9,en,What are the symptoms?,en,covid-symptoms
1978,2020-03-22 18:22:29.936,bc8b4606-4450-46f3-b321-f3343666c5e5,en,Will social distancing slow the spread of covid-19?,en,personal-isolation
1980,2020-03-22 18:45:54.43,9ab6251c-e335-4d14-b37e-f5fe6d3a1776,en,What is corona virus?,en,covid-what
1983,2020-03-22 18:37:45.23,f2db6c52-2c2a-4b9d-bc14-c5e71263788d,es,What are the synthoms?,en,covid-symptoms
1987,2020-03-22 19:39:22.867,b0be5180-0e5f-473f-86f5-d8144876b1ae,en,What are symptoms ,en,covid-symptoms
1995,2020-03-22 22:35:25.258,c6c8c28a-b213-4e28-941a-b57f1e4a7db8,es,Symptom,en,covid-symptoms
1999,2020-03-22 20:03:53.185,28914ffd-2639-472a-828a-6352da947b8f,fr,Is it safe to take a walk outside with my child?,en,unclassified
2002,2020-03-22 20:44:40.582,b3923f7c-ea90-4af2-94c5-5ee8736975fd,ko,I have a sore throat. What do I do?,en,personal-symptoms
2003,2020-03-22 19:25:08.124,684292a0-0d18-4d7b-9c5e-3de13b0dd11a,ko,good morning,en,unclassified
2006,2020-03-22 22:41:21.609,0a6a5e0d-173b-4e6d-af43-63ffae0ae849,en,What is Covid-19,en,covid-what
2015,2020-03-22 18:00:54.387,06ec8efe-4ca7-4e4a-b37e-032e253d97fc,en,"In the U.S., why has the Defense Production Act not been invoked to allow weekly (?) testing of every single person present in The United States?  Yes, this is on the scale of industrialization of the WW2 era, and yes, that is *exactly* what the Defense Production Act is for.",en,personal-testing
2016,2020-03-22 21:53:15.171,62c6892d-53f0-4aef-9239-401d321b7fd0,en,how many people related covid-19,en,situation-stats
2018,2020-03-22 18:43:05.13,6457dd8c-400c-4395-831d-1a5dbe5af1b7,en,Is my school in Montreal closed?,en,situation-lockdown
2022,2020-03-22 23:25:50.815,838b0278-0b8e-4e9c-919d-500676aa9362,ru,What is it,en,unclassified
2023,2020-03-22 20:59:02.646,ed3bf719-672b-4763-9c85-766920a9ae68,en,why is my dick so big,en,unclassified
2025,2020-03-23 00:39:44.021,83b1549c-a83e-42a9-945a-9372ecc521de,en,How do I stay up to date with government and news updates as they happen?,en,unclassified
2026,2020-03-22 21:15:02.568,9a4d12a5-a1f1-410a-8870-a875a5e0b251,en,What shall I do if I have to go out to buy things to protect myself from corona virus?,en,personal-caution
2027,2020-03-22 20:35:22.054,10bd6bb9-f50f-4d65-943a-5b1de75be3df,en,"Would it help to ensure there is a warehouse already filled with protective gear for health professionals worldwide, instead of scrambling, or ordering these last minute, and also have enough hospitals built, because if we don't do that, we'll have to do what China did and build a hospital at the last minute?",en,personal-caution
2029,2020-03-22 19:29:26.696,e479e81f-506d-488f-bbfa-c1e7ce998ac5,en,Can I move in with family if we have all been symptom free for 14 days?,en,personal-whatif
2039,2020-03-22 21:56:29.963,93e77e53-231e-452a-888f-19fe67b711a8,en,If there any possibility to get infected if I did not have any contact with someone infected? ,en,personal-whatif
2041,2020-03-22 19:40:29.864,25747ad4-80d0-4f9d-9e34-f40f8a0f0417,en,How many people are infected in toronto,en,situation-stats
2042,2020-03-22 21:28:20.485,0cfafa09-b4e2-465b-adc2-897b23630b9a,en,what causes the COVID-19 desease?,en,unclassified
2048,2020-03-22 21:15:02.531,9a4d12a5-a1f1-410a-8870-a875a5e0b251,en,What are the symptoms I should feel if I am infected with Corona virus?,en,personal-whatif
2055,2020-03-22 22:29:03.829,3754a1d9-e7ea-4ce1-b9c3-091d53b9f1d4,en,What are the symptoms ,en,covid-symptoms
2058,2020-03-23 03:41:32.753,33aa1314-2aee-49d7-976c-ed060e472ddc,en,How long can the virus stay in the air,en,covid-life
2060,2020-03-23 08:27:51.844,9db5e060-f3c1-418c-a30f-e67f18eb2ed9,en,Suffering from trout echiting,en,unclassified
2061,2020-03-23 07:01:03.674,36572d47-44d6-45c6-99a6-b446bdd271a7,en,How can I differ between covid and normal flu ?,en,personal-whatif
2064,2020-03-23 11:40:28.89,f2c35a0b-1566-401d-9186-8a5fa1e7e2b5,en,what is my level of risk?,en,covid-contagious
2069,2020-03-23 07:30:30.393,7c72506d-8e95-4213-b210-3e4909b48da3,en,What is the first symptom of covid ?,en,covid-symptoms
2071,2020-03-23 06:31:54.724,9e72e312-8716-49c2-a5e1-382832278734,en,Option to run the questions for children ,en,unclassified
2072,2020-03-23 06:15:17.187,2335204f-3f70-4cd7-8d3d-9de8ba2b5af5,en,What are the long term health consequences after you recover ? ,en,covid-recovery
2073,2020-03-23 02:43:04.028,99a6d735-29e1-44e0-8867-93735549fd54,en,What are the symptom,en,covid-symptoms
2074,2020-03-23 11:56:12.268,df7e357f-ccd8-4017-9381-3b80ea0b76cd,fr,What the size,en,unclassified
2075,2020-03-23 09:02:52.245,86ea2ae7-e917-4800-8b10-5221ebb98058,en,How many cases of covid in laval,en,situation-stats
2077,2020-03-23 10:53:21.912,bb66c25f-bf85-4641-b3cd-b745e442a36c,en,What medicament can I use if I have symptoms ?,en,covid-med
2078,2020-03-23 11:48:27.536,d612014a-f7d1-47f8-9390-18a5f2537d96,en,Is there any possibility in the future to make eye wear Wich will have the capacity to see COID 19?,en,unclassified
2087,2020-03-23 05:35:32.294,99ffc449-3ddb-4e1b-a21d-851882bee1af,en,Is Covid19 an airborne? ,en,covid-transmission
2088,2020-03-23 04:24:57.465,ebbb6325-119b-4b45-9068-d429be20b63d,en,What is a vaccin becoming available?,en,covid-what
2089,2020-03-23 11:16:02.16,45a1e81c-c493-47e8-b51a-2322fdc47f90,fr,what is the percentage of people dying ?,en,unclassified
2099,2020-03-23 08:28:21.54,7ed7d294-a7b7-4274-894f-66d929d56bb8,en,What is covid,en,covid-what
2100,2020-03-23 10:50:43.007,e48f28d5-ea78-4046-ba58-6eac5127b7a0,en,How many people are infected in Lithuania?,en,situation-stats
2104,2020-03-23 03:52:23.374,a13b8a2c-a316-4f48-a3ea-3b927f8a0536,en,I don't know,en,unclassified
2107,2020-03-23 03:20:47.588,86f5717c-8a5b-4216-bc67-583774f27a2e,en,How to stay safe,en,unclassified
2109,2020-03-23 05:30:04.724,d46d22ae-35bb-42f7-a712-ec587b1ef363,fi,what are the symptoms,en,covid-symptoms
2111,2020-03-23 08:20:53.994,9f80c211-53e4-4f63-9780-6c5242cc0ed7,en,My brother has COVID-19. What to do?,en,unclassified
2112,2020-03-23 12:01:37.693,ed1ed805-f0b2-4c92-bbf0-440a3d58e4bc,en,Covid-19,en,unclassified
2115,2020-03-23 02:20:22.461,2a3b9c7e-c8ea-47cc-a296-4280b12464f8,en,Which are its first symptoms?,en,covid-symptoms
2116,2020-03-23 07:39:09.717,3879b3c2-54cf-46af-b16d-de92e6d362fb,en,Does hot water kill coronavirus?,en,unclassified
2117,2020-03-23 11:54:39.149,4f37c0d3-19ee-406f-a3d5-64c24555745c,en,How long does the virus survive on a surface?,en,covid-life
2120,2020-03-23 04:35:34.522,0eb658ca-4dba-442e-be40-26df53b3a122,en,"I'm hot, what do I do?",en,unclassified
2123,2020-03-23 11:03:16.628,217ee8ff-3e18-4214-8714-2dea0348bfaa,en,What is covid19?,en,covid-what
2126,2020-03-23 04:07:59.598,0e63225e-5304-42ba-a67f-9d72e363f156,en,No give me an answer first,en,unclassified
2128,2020-03-23 11:41:15.672,2f0cdc34-7ec7-4823-9d04-c130a95c460d,en,When should I contact a doctor?,en,unclassified
2132,2020-03-23 05:12:22.549,9884c5ef-ece4-4cd7-9eaf-f6374e1cea40,en,how are you,en,unclassified
2134,2020-03-23 11:24:35.586,13920756-b979-4526-b6ec-9bcde875a04a,fr,what is the risk for a pregnent woman ?,en,covid-contagious
2135,2020-03-23 03:38:10.839,7e225b5a-303b-46a1-8c2e-8562566d9eb3,en,Eyes infection is correlated?,en,covid-infection
2139,2020-03-23 05:33:57.491,242209da-c598-4927-ba26-054e78df2b68,en,I am feeling itchy around my body. Is it a symptom of covid? ,en,covid-symptoms
2143,2020-03-23 10:49:12.332,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Is there any medication to take to help?,en,covid-med
2148,2020-03-23 04:57:03.45,da6b72f7-8df4-4f40-8c47-238abd9fa61f,es,I have shortness of breath but no fever,en,personal-symptoms
2149,2020-03-23 09:19:32.001,5e6eb356-0de6-4e9b-888c-978692b94fb0,en,How many patients are across the globe? ,en,unclassified
2152,2020-03-23 11:58:03.025,3f0ba3be-0884-4acc-a501-59ae99120336,en,"If I'm below the age of 30, will I notice symptoms if I'm sick?",en,personal-whatif
2153,2020-03-23 08:35:41.274,fb8c308a-e920-42c9-86e1-4549263409fd,es,What mesures needs to take a pregnant women to reduce the risk?,en,covid-contagious
2154,2020-03-23 09:05:13.669,ba0b4c15-d232-448a-b854-238df19fd430,en,What will be the impacts on confining millions of people in their homes for months?,en,unclassified
2155,2020-03-23 09:37:25.63,9595fbf3-2ec3-4779-8926-6053c930263c,en,Is COVID-19 air-borne?,en,covid-transmission
2156,2020-03-23 10:53:21.891,bb66c25f-bf85-4641-b3cd-b745e442a36c,en,How many cases are in spain ?,en,situation-stats
2159,2020-03-23 09:05:13.689,ba0b4c15-d232-448a-b854-238df19fd430,en,How quickly can the global economy recover from this event?,en,covid-recovery
2161,2020-03-23 10:49:12.312,8a734a0c-55ca-404a-b9c4-c31c95ba78c4,en,Do I need to disinfect things I buy like groceries and supplies?,en,unclassified
2165,2020-03-23 08:29:31.476,f4edeb32-2c89-4618-96bf-6cb899679883,en,How long do the symptoms of COVID-19 last for?,en,covid-symptoms
2167,2020-03-23 08:35:41.214,fb8c308a-e920-42c9-86e1-4549263409fd,es,What is the risk for a pregnant women?,en,covid-contagious
2168,2020-03-23 05:23:45.594,ff36e21c-f99a-4015-8fa0-bf1e7cceb028,es,What is the COVID-19?,en,covid-what
2170,2020-03-23 06:06:24.495,f1f3e9ed-c400-4bd7-9fb2-83d415e3ec13,en,how to protect myself from it ,en,personal-caution
2171,2020-03-23 08:29:31.474,f4edeb32-2c89-4618-96bf-6cb899679883,en,What is COVID-19?,en,covid-what
2172,2020-03-23 12:00:58.675,ed1ed805-f0b2-4c92-bbf0-440a3d58e4bc,en,Infomation about covid,en,unclassified
2174,2020-03-23 05:23:45.623,ff36e21c-f99a-4015-8fa0-bf1e7cceb028,es,What is the period of incubation?,en,covid-incubation
2175,2020-03-23 10:17:05.599,47afe213-b056-442e-b1af-2b4cd62fdf7e,fr,what is coronavirus,en,covid-what
2177,2020-03-23 11:40:28.886,f2c35a0b-1566-401d-9186-8a5fa1e7e2b5,en,what kind of protective gear do i need to wear?,en,personal-caution
2178,2020-03-23 06:06:24.478,f1f3e9ed-c400-4bd7-9fb2-83d415e3ec13,en,what is covid 19,en,covid-what
2180,2020-03-23 09:02:52.239,86ea2ae7-e917-4800-8b10-5221ebb98058,en,What places of laval has covid-19,en,unclassified
2183,2020-03-23 08:28:21.557,7ed7d294-a7b7-4274-894f-66d929d56bb8,en,How about covid situations? ,en,unclassified
2187,2020-03-23 08:20:53.997,9f80c211-53e4-4f63-9780-6c5242cc0ed7,en,Full form of Covid-19?,en,unclassified
2188,2020-03-23 09:19:32.029,5e6eb356-0de6-4e9b-888c-978692b94fb0,en,Precautions to measure? ,en,personal-caution
2189,2020-03-23 11:41:17.596,752aa61d-fbee-4f8f-b2fe-b49bde0df694,en,How fast will the pandemic spread in Canada?,en,covid-transmission
2191,2020-03-23 03:37:35.156,b5c488b8-de40-4589-9b7a-ac777b14b44c,en,"What are the daily death rates in Italy, that are Not from COVID19?",en,situation-stats
2193,2020-03-23 05:52:18.687,92f9b316-86b1-4544-8a84-a8871b0d4d92,en,what is covi?,en,covid-what
2195,2020-03-23 09:54:10.945,f579a48c-4b42-41a9-b4e3-1fbc08c93c1f,en,How long does the sras-cov2 live on syrface?,en,covid-life
2196,2020-03-23 08:35:41.25,fb8c308a-e920-42c9-86e1-4549263409fd,es,Are there any risk for the foetus? ,en,covid-contagious
2201,2020-03-23 07:41:46.451,4b1d4d97-fc9a-4963-a13b-0c661939e4c6,id,How covid-19 virus infected?,en,covid-infection
2202,2020-03-23 05:40:53.059,8b377bca-d8b9-4717-832f-9422b632b727,en,What are the symptoms of the covid19?,en,covid-symptoms
2204,2020-03-23 08:34:53.367,1d8f9e26-9149-44bd-9a75-8f37ead9b9d9,en,how many people how has covid-19,en,situation-stats
2206,2020-03-23 04:52:23.213,40af037e-f13f-4db3-85cc-3985a144d597,en,I have fever what I should do,en,personal-symptoms
2208,2020-03-23 09:23:14.826,8b406219-107c-4ebf-a9dd-e924d185ab80,en,Is it safe for seniors to go out for a walk or inside shopping malls which are quite isolated these days?,en,personal-isolation
