,timestamp_est,anonymous_id,language,question,detected_lang,text,statistics,open,airborne,caution,viruslife,viruskill,virusfight,treatment,incubation,nextsteps,hospital,lockdown,infection,test,isolation,dangerisk,transmission,symptom,about,future,past,total,cluster
1161,2020-03-22T14:26:11.944Z,5676ef6b-e1c8-4abd-b50e-55644265685f,en,When do I expect to hear back from you? ,en,When do I expect to hear back from you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1164,2020-03-22T12:18:33.816Z,af8daa2f-2609-4f7a-b0e4-0ea610116216,en,What is covid-19,en,What is covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
1165,2020-03-22T13:20:11.78Z,f7d3845d-078d-4e97-928c-fbd7a3b508c8,en,How long until an infected person shows symptoms?,en,How long until an infected person shows symptoms,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,symptom
1169,2020-03-22T13:56:42.612Z,b4f456a3-243b-4ba6-b09b-ba1f0a7599f3,en,What's covid19,en,What s covid19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
1171,2020-03-22T16:50:40.789Z,9552da69-8edc-4a5c-b643-c03b5b8c26fe,en,How dangerous it is for pregnant womens?,en,How dangerous it is for pregnant womens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
1172,2020-03-22T13:20:11.808Z,f7d3845d-078d-4e97-928c-fbd7a3b508c8,en,How does it take to recover from the virus?,en,How does it take to recover from the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1177,2020-03-22T16:23:01.035Z,69b5daca-3217-47bf-9eac-efc910db0d77,en,what is this site,en,what is this site,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1178,2020-03-22T13:44:03.936Z,3269129f-c2bc-4dfb-a541-27c55450044e,en,how many deaths are in Italy as of March 21,en,how many deaths are in Italy as of March 21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
1179,2020-03-22T14:59:26.02Z,4f0491c9-bcc3-4ac2-ab92-fff2349511ed,en,When should I go to the ER?,en,When should I go to the ER,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,lockdown
1182,2020-03-22T13:27:58.929Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what are covid-19 symptoms?,en,what are covid 19 symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1185,2020-03-22T15:56:03.685Z,1cbbe05b-737e-4eba-ba3b-b11e565a27cb,en,How many days since Switzerland closed schools?,en,How many days since Switzerland closed schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1187,2020-03-22T14:59:26.173Z,4f0491c9-bcc3-4ac2-ab92-fff2349511ed,en,How long has the virus been spreading in Canada?,en,How long has the virus been spreading in Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
1191,2020-03-22T13:27:58.957Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,how can I help to prevent spread of corona virus,en,how can I help to prevent spread of corona virus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,transmission
1192,2020-03-22T12:47:01.597Z,a3b42d06-4177-42db-922c-4c7c3b8b12a9,en,What is the situation right now in the world?,en,What is the situation right now in the world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1193,2020-03-22T13:41:43.827Z,283caf34-28a4-40d1-8e39-344b1843cd33,en,Why Germany has a low death rate?,en,Why Germany has a low death rate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
1195,2020-03-22T13:41:43.877Z,283caf34-28a4-40d1-8e39-344b1843cd33,en,I need to take a blood test. Is there a large risk for infection?,en,I need to take a blood test Is there a large risk for infection,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,dangerisk
1198,2020-03-22T13:04:16.721Z,457177eb-16b2-44e9-8251-ed3af209d7c1,en,What are the symptoms in children,en,What are the symptoms in children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1199,2020-03-22T15:32:22.818Z,cdb73897-3211-4fca-9946-91ba51af1738,en,Is it transmissible through anal sex ?,en,Is it transmissible through anal sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1200,2020-03-22T15:03:24.212Z,2e1e637d-fdaa-49be-84df-9bee02ba6abb,en,"if someone had pneumonia before, are they more at risk?",en,if someone had pneumonia before are they more at risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,dangerisk
1201,2020-03-22T13:34:13.148Z,1e4e46cc-0c20-45c7-9fec-4a6d638b7567,en,Updates,en,Updates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1202,2020-03-22T13:40:18.826Z,7214a2c5-724d-4dcd-ac85-a78cd2d2fd46,en,Where can I get tested?,en,Where can I get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
1204,2020-03-22T13:39:44.267Z,bf50ad57-d102-4cfc-9249-af751cd960eb,en,Whats corona,en,Whats corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
1208,2020-03-22T15:15:16.422Z,e90e8f0c-f73b-4fe1-9fcb-bed2f01dacb1,ro,How many people have dies,en,How many people have dies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1209,2020-03-22T13:30:51.983Z,e2d240a6-18c7-4cf1-98b1-e9345426b593,en,When should I go see my doctor ?,en,When should I go see my doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1211,2020-03-22T14:59:26.062Z,4f0491c9-bcc3-4ac2-ab92-fff2349511ed,en,Can I get infected after I healed from it?,en,Can I get infected after I healed from it,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
1213,2020-03-22T14:51:49.224Z,9943a63e-5fbb-4bfb-bcbf-a1ea626cddde,en,Are we going to have trouble buying milk? ,en,Are we going to have trouble buying milk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1215,2020-03-22T13:09:02.01Z,efadf5dd-c279-4ad3-9522-7e7fa841941f,en,How does COVID-19 spread?,en,How does COVID 19 spread,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
1220,2020-03-22T13:27:58.893Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,how is covid 19 spread?,en,how is covid 19 spread,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
1223,2020-03-22T15:33:57.14Z,093574a7-46d8-4320-9e30-38ba5b008459,en,Can you get be infected more than once? ,en,Can you get be infected more than once,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
1230,2020-03-22T12:49:37.435Z,0ed83b36-309e-4cb3-9e4f-1c31ce359e61,pt,What is the probability of dying?,en,What is the probability of dying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1231,2020-03-22T13:53:06.383Z,b386840c-c9df-44aa-a894-cdb2dced28bc,en,"I feel a little sick, with fewer, must I go to the hospital? ",en,I feel a little sick with fewer must I go to the hospital,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,hospital
1235,2020-03-22T13:38:45.005Z,d8884f31-8b7d-43c8-b44e-c5f3ede233b9,en,Will a shelter in place order allow shared custody agreements to be met or will the parents be required to leave their children with whichever parent has them the day it comes into effect?,en,Will a shelter in place order allow shared custody agreements to be met or will the parents be required to leave their children with whichever parent has them the day it comes into effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1236,2020-03-22T14:51:49.206Z,9943a63e-5fbb-4bfb-bcbf-a1ea626cddde,en,Can I get Ovid 19 if someone pets my dog and then I pet her? ,en,Can I get Ovid 19 if someone pets my dog and then I pet her,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1237,2020-03-22T13:27:58.907Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what is social distancing?,en,what is social distancing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
1238,2020-03-22T13:38:44.849Z,d8884f31-8b7d-43c8-b44e-c5f3ede233b9,en,If I fully recover from COVID-19 would I still be considered a carrier and transmit the virus?,en,If I fully recover from COVID 19 would I still be considered a carrier and transmit the virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
1239,2020-03-22T12:44:15.333Z,1afd94e2-4f37-41d4-9bbb-8b06a9a051e4,en,What should I do?,en,What should I do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1240,2020-03-22T12:44:15.318Z,1afd94e2-4f37-41d4-9bbb-8b06a9a051e4,en,Do I have the virus?,en,Do I have the virus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
1242,2020-03-22T13:08:22.369Z,dc44373e-a58b-452c-a0af-5a6cd4d18442,en,Will the pandemic affect university research?,en,Will the pandemic affect university research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1245,2020-03-22T13:11:45.572Z,58b49517-abdc-4c17-9398-0359753a23ec,ko,How many infected person in south korea?,en,How many infected person in south korea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
1248,2020-03-22T13:33:58.806Z,1fc3566f-0b50-4b55-a2a6-8448e5fb5d15,en,What kind of medication can I take if I have the virus ?,en,What kind of medication can I take if I have the virus,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,nextsteps
1257,2020-03-22T12:25:06.76Z,50fb8971-f764-4c59-9932-cff971282188,en,what are the symptoms of covid-19?,en,what are the symptoms of covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1261,2020-03-22T16:50:40.78Z,9552da69-8edc-4a5c-b643-c03b5b8c26fe,en,Where to get tested ?,en,Where to get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
1263,2020-03-22T13:33:13.737Z,a7fd890a-ead1-4e61-9f43-a1dfedc5e767,en,What is covid,en,What is covid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
1264,2020-03-22T16:51:41.31Z,a5546d97-3b5c-42d3-b206-249e0847fc42,en,"Will tests be offered to non-symptomatic people, or symptomatic people who did not have known contact with individuals who travelled or who have Covid-19?",en,Will tests be offered to non symptomatic people or symptomatic people who did not have known contact with individuals who travelled or who have Covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,symptom
1266,2020-03-22T14:51:49.196Z,9943a63e-5fbb-4bfb-bcbf-a1ea626cddde,en,Where can I get tested?,en,Where can I get tested,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
1269,2020-03-22T14:13:04.425Z,08dd0b06-00f7-4668-856f-122f1dd9eabf,en,how to protect from Covid19,en,how to protect from Covid19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
1274,2020-03-22T14:29:25.022Z,fad9475f-2db6-4cf2-a318-72f9b99c690a,en,Does everyone infected need a respirator?,en,Does everyone infected need a respirator,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
1275,2020-03-22T13:27:58.915Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,how is covid-19 treated?,en,how is covid 19 treated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1277,2020-03-22T15:26:31.688Z,aa35e684-97f8-4569-bfe9-e87ee2e051e3,en,What should I do if I am infected ,en,What should I do if I am infected,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
1281,2020-03-22T13:27:58.988Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what should I do if I think I infected by corona virus?,en,what should I do if I think I infected by corona virus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,about
1284,2020-03-22T14:26:11.921Z,5676ef6b-e1c8-4abd-b50e-55644265685f,en,Is headache a symptom of this pandemic? ,en,Is headache a symptom of this pandemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1285,2020-03-22T16:18:40.969Z,3550d3d6-78e3-4d41-a3e0-70bf2897a726,en,When can we expect things to return to normal?,en,When can we expect things to return to normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1287,2020-03-22T14:09:57.768Z,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,en,What COVID-19 stands for?,en,What COVID 19 stands for,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1288,2020-03-22T14:44:49.776Z,9595d66b-f34a-4092-822e-1e8cff8979c7,en,So I have been having a weird feeling around my throat/neck region my question is am I supposed to be worried or go get tested?,en,So I have been having a weird feeling around my throat neck region my question is am I supposed to be worried or go get tested,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,test
1289,2020-03-22T13:27:58.95Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,who needs to be isolated?,en,who needs to be isolated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
1293,2020-03-22T16:50:40.807Z,9552da69-8edc-4a5c-b643-c03b5b8c26fe,en,Is it ok to go outside to get fresh air?,en,Is it ok to go outside to get fresh air,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,lockdown
1296,2020-03-22T12:22:18.089Z,1bb436b8-0a1f-47fa-8f22-61b727444e2e,en,How deadly is the virus?,en,How deadly is the virus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
1299,2020-03-22T14:47:52.209Z,abcb3774-e347-4f81-a202-cf4775a80c0f,en,What are the symptoms?,en,What are the symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1302,2020-03-22T14:31:25.652Z,0b6c858e-1625-474b-991c-b4d20f11cec1,pt,What is the impact that covid-19 has in the economy?,en,What is the impact that covid 19 has in the economy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
1303,2020-03-22T15:32:22.806Z,cdb73897-3211-4fca-9946-91ba51af1738,en,Is it sexually transmissible ?,en,Is it sexually transmissible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1305,2020-03-22T14:47:52.19Z,abcb3774-e347-4f81-a202-cf4775a80c0f,en,I have fever 38°C. Is that corona virus symptoms?,en,I have fever 38 C Is that corona virus symptoms,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,symptom
1306,2020-03-22T12:32:08.055Z,0f13b85e-8a94-43be-90df-10d7cee538d6,en,Is COVID-19 deadly?,en,Is COVID 19 deadly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,statistics
1307,2020-03-22T14:09:57.711Z,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,en,How do we know that someone has COVID-19?,en,How do we know that someone has COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1309,2020-03-22T12:49:37.292Z,0ed83b36-309e-4cb3-9e4f-1c31ce359e61,pt,"Hello, what happens after corona?",en,Hello what happens after corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1310,2020-03-22T14:26:12.006Z,5676ef6b-e1c8-4abd-b50e-55644265685f,en,"If this is really deep learning, how deep is your model😂",en,If this is really deep learning how deep is your model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1312,2020-03-22T13:30:51.603Z,e2d240a6-18c7-4cf1-98b1-e9345426b593,en,How many Canadians currently have corona virus?,en,How many Canadians currently have corona virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1317,2020-03-22T13:08:22.331Z,dc44373e-a58b-452c-a0af-5a6cd4d18442,en,Can I get the virus from a stray cat?,en,Can I get the virus from a stray cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1321,2020-03-22T14:09:57.937Z,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,en,COVID-19 stands for what?,en,COVID 19 stands for what,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1323,2020-03-22T12:47:52.233Z,56955b01-fa5c-47b1-b1a9-96ee1692abd8,en,How are you ,en,How are you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1324,2020-03-22T13:27:58.967Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what is self isolation?,en,what is self isolation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,isolation
1330,2020-03-22T12:32:08.073Z,0f13b85e-8a94-43be-90df-10d7cee538d6,en,What is the current situation of COVID-19 infections?,en,What is the current situation of COVID 19 infections,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,about
1332,2020-03-22T13:09:02.01Z,efadf5dd-c279-4ad3-9522-7e7fa841941f,en,How does it die in asymptomatic people?,en,How does it die in asymptomatic people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1333,2020-03-22T13:44:03.944Z,3269129f-c2bc-4dfb-a541-27c55450044e,en,what are the 3 symptoms of covid-19,en,what are the 3 symptoms of covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1335,2020-03-22T13:41:43.861Z,283caf34-28a4-40d1-8e39-344b1843cd33,en,Is it safe to jog/run outside?,en,Is it safe to jog run outside,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
1336,2020-03-22T14:22:27.332Z,295c6bb4-9ed3-47d6-b405-5013ae0bae97,en,"If infected, Should i just rest at home for 14 days and I'll be okay ?",en,If infected Should i just rest at home for 14 days and I ll be okay,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
1338,2020-03-22T15:51:20.155Z,75667228-564b-46ff-86f7-82ba4efd6a0c,en,My sister-in-law is pregnant and lives in a house with extended family where one member is isolated due to possible contact with someone with COVID-19. Are the risks for pregnant woman Higher? How can she protect?,en,My sister in law is pregnant and lives in a house with extended family where one member is isolated due to possible contact with someone with COVID 19 Are the risks for pregnant woman Higher How can she protect,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,dangerisk
1341,2020-03-22T13:33:58.816Z,1fc3566f-0b50-4b55-a2a6-8448e5fb5d15,en,How do I know that I have the virus and not just the flu ?,en,How do I know that I have the virus and not just the flu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
1342,2020-03-22T16:09:27.152Z,7b3dc9a1-a6aa-468a-bd30-c392438e0c17,en,What is most usual symptom of Covid-19 ,en,What is most usual symptom of Covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,about
1343,2020-03-22T16:26:57.209Z,f3d5f561-cf45-4a01-8aa7-aa77bf1f4619,en,How long does the virus survive on a surface like a doorknob?,en,How long does the virus survive on a surface like a doorknob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1347,2020-03-22T13:08:22.364Z,dc44373e-a58b-452c-a0af-5a6cd4d18442,en,How will the pandemic affect the economy?,en,How will the pandemic affect the economy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1350,2020-03-22T12:44:15.314Z,1afd94e2-4f37-41d4-9bbb-8b06a9a051e4,en,I am feeling sick ,en,I am feeling sick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1352,2020-03-22T13:27:58.998Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,Is there a treatment for corona virus?,en,Is there a treatment for corona virus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
1353,2020-03-22T13:33:58.798Z,1fc3566f-0b50-4b55-a2a6-8448e5fb5d15,en,How long does it stays on fabric,en,How long does it stays on fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1358,2020-03-22T13:27:59.058Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,which hospital takes the test for covid 19?,en,which hospital takes the test for covid 19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,test
1359,2020-03-22T13:27:59.026Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what treatments are available for covid-19?,en,what treatments are available for covid 19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,treatment
1361,2020-03-22T16:30:06.733Z,7c8825a7-ca29-4a23-b453-9f6f6f1f64d1,en,when will it get over,en,when will it get over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1366,2020-03-22T14:10:00.963Z,cb1fe817-b86b-4456-a3c5-2b517d983a67,es,It would possible to predict the time of this pandemic?,en,It would possible to predict the time of this pandemic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1370,2020-03-22T13:27:58.964Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,how can I prevent to get infected?,en,how can I prevent to get infected,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,infection
1371,2020-03-22T16:49:42.339Z,d31625ef-010c-4926-b525-2e5ac23e63ec,en,How did this virus transmit?,en,How did this virus transmit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,transmission
1374,2020-03-22T14:09:57.697Z,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,en,What are the symptoms of COVID-19?,en,What are the symptoms of COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1375,2020-03-22T15:26:31.691Z,aa35e684-97f8-4569-bfe9-e87ee2e051e3,en,Do I need to be seen by a doctor,en,Do I need to be seen by a doctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1376,2020-03-22T16:26:57.21Z,f3d5f561-cf45-4a01-8aa7-aa77bf1f4619,en,Can we be contagious when we don't show symptoms?,en,Can we be contagious when we don t show symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1377,2020-03-22T13:27:59.066Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,does wearing mask protect me from covid 19?,en,does wearing mask protect me from covid 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,caution
1379,2020-03-22T13:30:48.1Z,93f115a2-f4eb-4faa-8f26-f56266065753,en,"What are the demographics of people infected, hospitalized and deceased in Quebec, ",en,What are the demographics of people infected hospitalized and deceased in Quebec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infection
1382,2020-03-22T13:40:18.822Z,7214a2c5-724d-4dcd-ac85-a78cd2d2fd46,en,Should I stay quarantined?,en,Should I stay quarantined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1384,2020-03-22T13:27:59.024Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,"I feel I have fever, what should I do?",en,I feel I have fever what should I do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,nextsteps
1385,2020-03-22T15:51:20.08Z,75667228-564b-46ff-86f7-82ba4efd6a0c,en,My  father is 80 years and food is delivered to him daily. Can food containers and food itself be contaminated by COVID,en,My father is 80 years and food is delivered to him daily Can food containers and food itself be contaminated by COVID,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,viruslife
1386,2020-03-22T14:09:57.973Z,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,en,If someone survived COVID-19? Is he completely virus-free?,en,If someone survived COVID 19 Is he completely virus free,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
1387,2020-03-22T13:27:58.982Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what should I do if I think I have covid-19,en,what should I do if I think I have covid 19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,about
1388,2020-03-22T14:09:57.944Z,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,en,What is the meaning of COVID-19?,en,What is the meaning of COVID 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,about
1389,2020-03-22T13:27:58.944Z,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,what are corona virus symptoms?,en,what are corona virus symptoms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,symptom
1390,2020-03-22T16:51:20.359Z,154e1ba8-189a-4c64-adc3-cf76794d72fd,en,How it works?,en,How it works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unclassified
