,timestamp_est,anonymous_id,language,question,detected_lang,text,translation,cluster,ahc_label
1069,2020-03-22T09:50:06.074Z,8c27f779-4240-46d5-af58-53798a7c51fc,en,Les animaux peuvent-ils transmettre le virus?,fr,les animaux peuvent ils transmettre le virus,Can animals transmit the virus? ,animals,
1071,2020-03-22T04:41:43.566Z,f070c229-58ee-43c1-ade3-310173fff089,fr,Puis-je rattraper le virus?,fr,puis je rattraper le virus,Can I catch the virus? ,unclassified,3.0
1074,2020-03-22T09:50:06.071Z,8c27f779-4240-46d5-af58-53798a7c51fc,en,Quand les enfants pourront-ils retourner à l'école?,fr,quand les enfants pourront ils retourner a l ecole,When can children go back to school? ,unclassified,38.0
1075,2020-03-22T09:25:14.845Z,216948e0-2d7a-4321-847d-8493657be9bd,fr,Je fais quoi pour payer mon loyer si je peux pas travailler? ,fr,je fais quoi pour payer mon loyer si je peux pas travailler,What do I do to pay my rent if I can't work?,caution,
1077,2020-03-22T11:58:11.844Z,5b72d0b3-1d4d-412e-932e-51a91b73a269,fr,"J'ai des maux de têtes, suis-je malade?",fr,j ai des maux de tetes suis je malade,"I have a headache, am I sick? ",nextsteps,
1078,2020-03-22T11:23:50.249Z,2728577d-b84e-4e0d-9c49-952fb2c9c892,en,Est-ce que le COVID survit sur les vêtements? ,fr,est ce que le covid survit sur les vetements,Does COVID survive on clothing? ,unclassified,7.0
1079,2020-03-22T09:38:58.981Z,50d543d9-315b-4510-9c6b-b48292f1dee5,en,Combien de temps le virus peut rester sur une surface?,fr,combien de temps le virus peut rester sur une surface,How long can the virus stay on a surface? ,viruslife,
1081,2020-03-22T12:28:17.361Z,7c00122a-8011-42c0-bdbc-9e4d018d3aa3,fr,Qu'est-ce qui est considéré comme une toux? Tousser littéralement une à deux fois par jour c'est une toux? J'ai commencé un nouvel emploi et j'ai la gorge irrité est-ce possible que mon irritation ne soit lié qu'au nouvel environnement de travail dans lequel je me trouve?,fr,qu est ce qui est considere comme une toux tousser litteralement une a deux fois par jour c est une toux j ai commence un nouvel emploi et j ai la gorge irrite est ce possible que mon irritation ne soit lie qu au nouvel environnement de travail dans lequel je me trouve,What is considered a cough? Literally coughing once or twice a day is a cough? I started a new job and my throat is irritated is it possible that my irritation is only related to the new work environment in which I find myself? ,nextsteps,
1082,2020-03-22T10:15:00.279Z,d135c6e7-8626-4d38-870f-6d135d700223,fr,J’ai mal à la tête. ,fr,j ai mal a la tete,I have a headache. ,nextsteps,
1083,2020-03-22T09:03:13.415Z,33cdb1a7-dca0-4329-b415-2f4b670ec2ee,fr,Comment désinfecter les surfaces,fr,comment desinfecter les surfaces,How to disinfect surfaces ,unclassified,14.0
1084,2020-03-22T08:33:41.946Z,645b0a55-5bae-4284-be2d-58ae9d4a010a,fr,Pourrions-nous atteindre une situation comme en Italie?,fr,pourrions nous atteindre une situation comme en italie,Could we reach a situation like in Italy? ,unclassified,6.0
1086,2020-03-22T10:56:58.7Z,10ae06ed-59fd-4d11-b00a-c5aa16018f4c,en,Je reviens d'un voyage de Chine. Je n'ai pas de symptômes. Est-ce que je devrais consulter?,fr,je reviens d un voyage de chine je n ai pas de symptomes est ce que je devrais consulter,I just returned from a trip from China. I have no symptoms. Should I consult?,symptom,
1087,2020-03-22T07:31:06.37Z,f839ea4c-d510-4ade-9f45-82c2627b256b,fr,"A quelle température (haute et basse) le Coved-19 est-il définitivement neutralisé? exemple: dans le frigo, à la cuisson, à l'eau boulliante",fr,a quelle temperature haute et basse le coved est il definitivement neutralise exemple dans le frigo a la cuisson a l eau boulliante,"At what temperature (high and low) is the Coved-19 permanently neutralized? example: in the fridge, when cooking, in boiling water ",unclassified,15.0
1088,2020-03-22T10:01:36.173Z,1300067f-cce2-4535-9c0a-af6ec46479ff,en,"Mes parent son en quarantene et je vie avec eux , je doit rentre en quarantene aussi?",fr,mes parent son en quarantene et je vie avec eux je doit rentre en quarantene aussi,"My parents are in quarantine and I live with them, should I also go into quarantine? ",unclassified,6.0
1091,2020-03-22T10:44:58.535Z,a7f0c2cb-dcb7-45d9-b24b-27c92e0026f4,fr,Est-ce que je peux attraper le virus en parlant au téléphone?,fr,est ce que je peux attraper le virus en parlant au telephone,Can I get the virus by talking on the phone? ,caution,
1092,2020-03-22T07:38:17.79Z,e92eaaa1-1eaf-4dba-ba03-affd119e9ecd,fr,A quel moment doit on appeler le 15?,fr,a quel moment doit on appeler le,When should we call 15? ,unclassified,35.0
1093,2020-03-22T11:33:51.645Z,03257f4f-b7bb-49b2-99f6-f36997600d19,fr,Quels sont les symptomes du covid-19,fr,quels sont les symptomes du covid,What are the symptoms of covid-19 ,symptom,
1094,2020-03-22T03:23:48.151Z,96606bc2-3f2c-4a07-978d-886a325dd0e1,fr,"Je tousse, est-ce que ça fait parti des symptômes?",fr,je tousse est ce que ca fait parti des symptomes,"I'm coughing, is that part of the symptoms? ",nextsteps,
1095,2020-03-22T09:27:22.586Z,f9d44eb8-868a-4291-bceb-d147d4cd5080,fr,Est-ce que vous pourriez répondre aux questions des travailleurs de santé ?,fr,est ce que vous pourriez repondre aux questions des travailleurs de sante,Could you answer the questions of the health workers? ,unclassified,52.0
1101,2020-03-22T09:25:14.929Z,216948e0-2d7a-4321-847d-8493657be9bd,fr,Est-ce que c'est dangereux pour moi? ,fr,est ce que c est dangereux pour moi,Is it dangerous for me? ,dangerisk,
1106,2020-03-22T11:08:10.45Z,1e7ef4e3-4183-459d-b7e3-9ac865a6c00b,fr,Est-ce que la toux fait partie des symptômes ,fr,est ce que la toux fait partie des symptomes,Is coughing one of the symptoms? ,symptom,
1107,2020-03-22T08:28:12.635Z,a64ddd7c-e414-40c2-bb01-7d793508f142,fr,Comment attrape t-on le Covid-19?,fr,comment attrape t on le covid,How do you get Covid-19? ,unclassified,11.0
1114,2020-03-22T10:15:03.182Z,be12d5b3-3393-400c-a69f-6ac8a830fde4,fr,Est ce que le nez qui coule est un symptôme ,fr,est ce que le nez qui coule est un symptome,Is a runny nose a symptom,symptom,
1115,2020-03-22T03:39:38.45Z,6ae12337-ce41-48d6-a59d-37e2d4aa64f8,fr,Mon bébé à un redressement de la bronche gauche est il plus à risque ?,fr,mon bebe a un redressement de la bronche gauche est il plus a risque,Is my baby with a straightening of the left bronchus more at risk? ,dangerisk,
1116,2020-03-22T02:25:41.316Z,a9495918-eda1-4562-bd9c-a8ee5cb54c6f,fr,est ce que le virus a été créer par les humains,fr,est ce que le virus a ete creer par les humains,was the virus created by humans ,unclassified,24.0
1119,2020-03-22T08:30:57.927Z,db2a91e5-3df0-408c-9e2a-cb3a4fbf0bc0,fr,Est-ce qu'on sait si le gouvernement compte faire un dépistage massif dans le futur ?,fr,est ce qu on sait si le gouvernement compte faire un depistage massif dans le futur,Do we know if the government intends to carry out a massive screening in the future? ,unclassified,19.0
1121,2020-03-22T10:43:00.486Z,8dad65ac-4b21-43c0-a9dc-cbece5a9691f,fr,Pendant combien de temps serons-nous confinés?,fr,pendant combien de temps serons nous confines,How long will we be confined? ,isolation,
1125,2020-03-22T11:33:51.622Z,03257f4f-b7bb-49b2-99f6-f36997600d19,fr,combien de temps le virus survit-ils sur les surfaces?,fr,combien de temps le virus survit ils sur les surfaces,how long does the virus survive on surfaces? ,viruslife,
1127,2020-03-22T11:26:14.646Z,e1f194a8-32f4-4596-90c6-7f5c3067ea0c,fr,quelle est la tranche d'âge  des défunts?,fr,quelle est la tranche d age des defunts,what is the age range of the deceased? ,unclassified,15.0
1129,2020-03-22T12:12:38.085Z,93538e2e-7e9f-44d1-9acc-722fad476a21,fr,Quelles est la meilleure stratégie pour se protéger du coronavirus ?,fr,quelles est la meilleure strategie pour se proteger du coronavirus,What is the best strategy to protect yourself from coronavirus? ,caution,
1132,2020-03-22T08:33:42.004Z,645b0a55-5bae-4284-be2d-58ae9d4a010a,fr,Qu'est-ce que le COVID-19 exactement?,fr,qu est ce que le covid exactement,What is COVID-19 exactly? ,about,
1133,2020-03-22T10:57:47.573Z,15c0f589-174d-4fd5-98fc-b7f5f450d9d1,fr,"Si je suis enrhumé mais que je n’ai pas de fièvre, dois-je consulter?",fr,si je suis enrhume mais que je n ai pas de fievre dois je consulter,"If I have a cold but do not have a fever, should I consult? ",unclassified,37.0
1135,2020-03-22T08:58:25.939Z,67cb0033-9fbb-4f35-a4ba-6a55f64b9acb,fr,Est ce que le Covid 19 reste dans l’air et combien de temps????,fr,est ce que le covid reste dans l air et combien de temps,Does the Covid 19 stay in the air and how long ???? ,viruslife,
1137,2020-03-22T10:41:20.024Z,2999ce18-c3b4-492c-b894-a0f8ff22245d,fr,Je peux aller marcher dehors?,fr,je peux aller marcher dehors,Can I go walking outside? ,caution,
1141,2020-03-22T09:25:14.728Z,216948e0-2d7a-4321-847d-8493657be9bd,fr,Est-ce que je peux aller prendre une marche? ,fr,est ce que je peux aller prendre une marche,Can I go for a walk?,caution,
1142,2020-03-22T08:45:03.024Z,e083791c-a371-4f14-85f9-c2b3f490d91a,fr,"Un collègue de mon conjoint a été testé positif, est-ce possible que je développe des symptômes de la maladie avant mon conjoint, bien que je n’aille eu aucun contact avec son collègue. ",fr,un collegue de mon conjoint a ete teste positif est ce possible que je developpe des symptomes de la maladie avant mon conjoint bien que je n aille eu aucun contact avec son collegue,"A colleague of my spouse tested positive, is it possible that I develop symptoms of the disease before my spouse, although I did not have any contact with his colleague. ",test,
1146,2020-03-22T07:39:39.58Z,f839ea4c-d510-4ade-9f45-82c2627b256b,fr,"Quelle est le coefficient de multiplication du virus sur une lamelle expérimentale en laboratoire? exemple 1x10/24 heures, échelle logarithmique,...",fr,quelle est le coefficient de multiplication du virus sur une lamelle experimentale en laboratoire exemple x heures echelle logarithmique,"What is the multiplication coefficient of the virus on an experimental slide in the laboratory? example 1x10 / 24 hours, logarithmic scale, ... ",unclassified,15.0
1149,2020-03-22T10:19:37.587Z,4179ef0d-5f09-487e-9979-1d348a39d9c9,fr,Qui peut faire le test de dépistage?,fr,qui peut faire le test de depistage,Who can do the screening test? ,test,
1151,2020-03-22T11:50:43.354Z,21f38c9f-e54d-42fa-ab34-eca2f5795d28,fr,Est-ce qu'une mutation de la Covid-99 pourrait retarder l'arrivé d'un vaccin ?,fr,est ce qu une mutation de la covid pourrait retarder l arrive d un vaccin,Could a Covid-99 mutation delay the arrival of a vaccine? ,treatment,
1155,2020-03-22T07:28:52.576Z,17dda59a-6378-4429-a6d9-9f2e056f893f,en,Est-ce que les animaux sont aussi porteurs du virus?,fr,est ce que les animaux sont aussi porteurs du virus,Do animals also carry the virus? ,animals,
1159,2020-03-22T11:09:28.697Z,566dd8b7-2a6d-410e-a1fa-3f88c47017fb,fr,"Mon garçon de 13 ans fait de l’asthme , est-ce plus dangereux pour lui s’il attrape le covid-19",fr,mon garcon de ans fait de l asthme est ce plus dangereux pour lui s il attrape le covid,"My 13 year old boy has asthma, is it more dangerous for him if he catches covid-19 ",dangerisk,
1160,2020-03-22T15:59:05.993Z,7021d7a0-04aa-4d01-bf0f-c3510b0d461f,en,température covid-19,fr,temperature covid,temperature covid-19 ,unclassified,15.0
1163,2020-03-22T14:16:08.998Z,f1ffa500-daae-4ddf-8fc7-ca67e1e292e8,fr,Quelle est l'évolution du virus à Montréal?,fr,quelle est l evolution du virus a montreal,How is the virus evolving in Montreal? ,unclassified,2.0
1166,2020-03-22T14:19:36.577Z,2c6b4673-45f5-4845-943b-4d246871a599,fr,Combien de temps le virus reste sur nos cheveux?,fr,combien de temps le virus reste sur nos cheveux,How long does the virus stay on our hair?,viruslife,
1167,2020-03-22T15:55:16.856Z,ad73b24b-ad57-4e2c-9af1-c267a065d778,fr,Pendant combien de temps une personne infectée sera-t-elle malade?,fr,pendant combien de temps une personne infectee sera t elle malade,How long will an infected person be sick? ,unclassified,49.0
1168,2020-03-22T12:32:42.063Z,65a717c0-6861-41a2-a666-84d8456271aa,en,C'est quoi les premières symptômes de Coronavirus ?,fr,c est quoi les premieres symptomes de coronavirus,What are the first symptoms of Coronavirus? ,symptom,
1170,2020-03-22T13:23:33.741Z,fc8ecc03-13d8-4fd6-b6e1-68b1b5b97924,fr,Est-ce qu’il va y avoir des examens du ministère en secondaire 4?,fr,est ce qu il va y avoir des examens du ministere en secondaire,Are there going to be Secondary 4 ministry exams? ,unclassified,0.0
1173,2020-03-22T15:49:37.314Z,bd42769e-1240-4445-8a2a-67325cfe96ea,fr,Combien de temps peut survivre le virus selon les types de surfaces ?,fr,combien de temps peut survivre le virus selon les types de surfaces,How long can the virus survive depending on the type of surface? ,viruslife,
1174,2020-03-22T16:29:52.862Z,f151d65c-352d-413c-91cd-f53d5ebaa355,fr,Combien de temps le virus reste-t-il actif dans l’air ?,fr,combien de temps le virus reste t il actif dans l air,How long does the virus stay active in the air? ,viruslife,
1175,2020-03-22T15:09:02.556Z,311f3ced-ed54-402c-bd2d-533857f84411,fr,Quand devrais-je me faire dépister? ,fr,quand devrais je me faire depister,When should I get tested? ,unclassified,42.0
1176,2020-03-22T13:18:02.759Z,e60b40cb-ed1a-4370-9f6e-5a2f15de6a8a,en,Quels sont les symptômes du Coronavirus?,fr,quels sont les symptomes du coronavirus,What are the symptoms of Coronavirus? ,symptom,
1180,2020-03-22T15:33:47.355Z,a3ada0b1-35a8-4a77-b4d9-d465b563d20f,fr,quels sont les symptomes,fr,quels sont les symptomes,what are the symptoms ,symptom,
1181,2020-03-22T12:58:34.007Z,211b6c7a-456e-426e-8038-bb9472654b15,fr,"Si je suis négatif au test de dépistage, puis-je aller visiter mes parents de plus de 70 ans ?",fr,si je suis negatif au test de depistage puis je aller visiter mes parents de plus de ans,"If i am negative on the screening test, can i visit my parents over 70? ",test,
1183,2020-03-22T15:51:56.745Z,cd6a2415-8109-4d52-986f-1b90b90bed38,fr,Pourquoi il y a plus de gens qui quittent l'hôpital en corbillards qu'en taxis selon vos statistiques? ,fr,pourquoi il y a plus de gens qui quittent l hopital en corbillards qu en taxis selon vos statistiques,Why are there more people who leave the hospital in hearses than in taxis according to your statistics?,statistics,
1184,2020-03-22T13:38:44.928Z,d8884f31-8b7d-43c8-b44e-c5f3ede233b9,en,"Pouvez vous me répondre en français, sinon, je suis parfaitement bilingue, je travaille dans l’industrie de solutions technologie and it would be my pleasure to help this project any way I can. Jennifer Charron at Workday Canada from Montreal. ",fr,pouvez vous me repondre en francais sinon je suis parfaitement bilingue je travaille dans l industrie de solutions technologie and it would be my pleasure to help this project any way i can jennifer charron at workday canada from montreal,"Can you answer me in French, if not, I am perfectly bilingual, I work in the technology solutions industry and it would be my pleasure to help this project any way I can. Jennifer Charron at Workday Canada from Montreal. ",unclassified,6.0
1186,2020-03-22T15:47:08.315Z,d16ce4b1-fef7-4661-9fa6-0f8c2ebcec84,fr,Où puis-je aller me faire tester ?,fr,ou puis je aller me faire tester,Where can I go to get tested? ,test,
1188,2020-03-22T15:40:33.925Z,05a44929-cec4-4281-8bcb-950ec5c5e96d,fr,Est-ce qu'on peut avoir le COVID-19 sans faire de la fièvre,fr,est ce qu on peut avoir le covid sans faire de la fievre,Can you have COVID-19 without having a fever? ,unclassified,5.0
1189,2020-03-22T12:15:29.28Z,12cdedf5-49a6-48e8-9969-46c033985260,fr,"Si j'ai des blessures sur mes mains, suis-je plus a risque de contracter le virus?",fr,si j ai des blessures sur mes mains suis je plus a risque de contracter le virus,"If I have injuries on my hands, am I more at risk of getting the virus? ",nextsteps,
1190,2020-03-22T15:49:37.314Z,bd42769e-1240-4445-8a2a-67325cfe96ea,fr,La période de déménagements approche. Y a-t-il des risques de propagation par les objets qui se déplaceront d'un endroit à un autre ?,fr,la periode de demenagements approche y a t il des risques de propagation par les objets qui se deplaceront d un endroit a un autre,The moving period is approaching. Is there a risk of spread by objects that will move from one place to another? ,dangerisk,
