question_processed,cluster
si jai des symptômes de toux quel symptôme additionnel doisje surveiller ,personal-symptoms
si jai des symptômes doisje misoler complètement seul,personal-symptoms
si jai des symptômes du covid19 est ce que ma famille doit être en quarantaine si eux nont pas de symptômes,personal-symptoms
si jai des symptômes faible toux seulement et que je suis en isolement à la maison je ne suis pas sortis du pays je nai pas cotoyés de gens qui reviennent de lextérieur et je nai pas utilisé de transport en commun estce que je peut quand même sortir dehors en évitant de passer à moins de 2m dune autre personne ,personal-symptoms
si jai des symptômes mais que je vais quand même bien suisje obligée daller me faire tester,personal-symptoms
si jai des symptômes où doisje appeler,personal-symptoms
si jai eu le virus et que jen guérie suisje immunisé,personal-symptoms
si jai eu le virus mais je ne nai pas eu de symptômes estce que je suis toujours porteuse,personal-symptoms
si jai eu un rhume ou une autre infection donnant des symptômes qui ne permettent pas dexclure la covid19 mais que ma situation générale ne me met pas en priorité pour le test de dépistage combien de temps après la fin des symptômes doisje attendre avant de réintégrer mon travail centre dappels bancaire,personal-symptoms
si jai guéri du covid estce que je serais encore contagieux,personal-symptoms
si jai la covid19 quels sont les symptômes qui devraient faire en sorte que jaille à lhôpital ,personal-symptoms
si jai la fièvre la toux et des écoulements nasals comment pourraisje savoir si je nai pas le covid19,personal-symptoms
si jai le coronavirus une fois à la maison comment savoir si je dois aller durgence à lhôpital a quoi doisje mattendre comme maladie,personal-symptoms
si jai les symptômes dun rhume puisje simplement me mettre en isolement sans me faire dépister ,personal-symptoms
si jai mal à la gorge aije des chances davoir été infecté à mon insu,personal-symptoms
si jai mal à la gorges estce que jai le covid19,personal-symptoms
si jai seulement deux symptômes soit le mal de gorge et la toux sèche donc pas de fièvre doisje passer un test,personal-symptoms
si jai un ou plusieurs symptômes du covid estce nécessairement dire que je dois misoler,personal-symptoms
si jai un rendezvous pour le dépistage comment puisje my rendre si je nai pas de voiture et que je ne veux contaminer personne,personal-symptoms
si jai un rhume comme je fait pour le distinguer du cobid19,personal-symptoms
si jai un rhume est ce que cela peut être le covid 19 ,personal-symptoms
si jai une date daudience à la cours avec des personnes de plus de 70 ans estce quelle aura lieu,personal-symptoms
si jai une maladie pulmonaire et que je suis infectée par le covid19 il va sécouler combien de temps avant de mourir,personal-symptoms
si jai voyagé en avion au canada estce que je dois me mettre en quarantaine et appeler la ligne covid au moindre symptôme,personal-symptoms
si jai vu quelquun qui a été en contact avec quelquun qui a testé positif au covid quelles sont mes chances de le contracter,personal-symptoms
si jai été en contact avec quelquun qui revient de vacances il y a moins de deux semaines suis je a risque aussi ,personal-symptoms
si jai été en contact avec un personne depuis le début de la crise puisje continuer à la voir,personal-symptoms
si je ne fais pas de fièvre mais jai mal à la gorge et je tousse estce que ça peutêtre le covid19,personal-symptoms
si je quitte mon emploi par peur du covid estce que jai droit au 2000 par mois,personal-symptoms
si je tousse estce cest la covid19,personal-symptoms
si je tousse je fais quoi,personal-symptoms
si je tousse mais qur je n ai aucun autre symptomes est ce inquiétant,personal-symptoms
si je tousse quest ce que je dois faire ,personal-symptoms
si un collègue de mon conjoint est revenu récemment dun voyage et que jai mal à la gorge avec une toux sèche sans fièvre suisje qualifiée pour aller me faire tester au covid19,personal-symptoms
suisje immunisé si jai déjà attrapé le covid ,personal-symptoms
yatil un centre de dépistage sur la rivesud de montréal jai eu vent quil y en aurait un près de lhôpital charles lemoyne sur taschereau,personal-symptoms
a quel moment je dois me faire tester,personal-testing
a qui nous adresser si apres 7 jours dattentenous navons toujourspas les resultats de notre test ,personal-testing
bonjour nous avons passer le teste pour le cov19 ont est deux adulte 4enfants ont a eu les résultats pour tous sauf ma fille de deux ans ses elle qui a le plus de simptome sa fait deux jour que l ont attend es que sa veut dire que sont teste est positif ,personal-testing
bonjour pouvezvous mindiquer la clinique covid la plus proche pour les testes ,personal-testing
combien de temps avant davoir les résultats dun test,personal-testing
combien de temps avant de pouvoir être testé,personal-testing
combien de temps avoir davoir mes résultat de tests,personal-testing
combien de temps je dois attendre pour les resultats des tests,personal-testing
combien de temps pour avoir les résultats du test du covid ,personal-testing
combien de temps pour un test,personal-testing
combien de tests ont été réalisés  ,personal-testing
combien de tests sont effectués par jour au québec,personal-testing
comment ca marche pour se faire tester,personal-testing
comment faire pour me faire tester pour le covid,personal-testing
comment me faire tester,personal-testing
comment passer les tests de dépistage,personal-testing
comment puisje me faire tester,personal-testing
comment savoir si je dois aller me faire tester,personal-testing
comment se faire tester pour le coronavirus,personal-testing
comment tester le maximum de monde ,personal-testing
comment vont fonctionner les tests dadmission dans les écoles lan prochain,personal-testing
dans combien de temps vaisje avoir le résultat de mon test,personal-testing
dans quel hopital doisje aller pour me faire tester,personal-testing
dois je faire un test de depistage,personal-testing
doiton faire absolument le test si nous avons les symptômes ou doiton simplement rester à la maison en quarantaine,personal-testing
en recevant un résultat positif à un test de la covid19 doiton remettre le compteur de la quarantaine à zéro à partir de la journée du test,personal-testing
es ce facile de se faire tester si nous avons les symptômes,personal-testing
est ce que les tests de dépistade du covid 19 teste la présence du virus ou des anticorps,personal-testing
est ce que les tests peuvent montrer la contagion même chez les personnes non symptomatique,personal-testing
est ce quil est possible de faire un test en ligne,personal-testing
est ce quil y aura un test obligatoire,personal-testing
est il possible de recevoir le test de depistage a la maison,personal-testing
estce que cest vrai que les problèmes gastrointestinaux sont aussi un symptôme à considéré,personal-testing
estce que je devrais me faire tester,personal-testing
estce que je dois me faire tester,personal-testing
estce que je pourrai être testé même si je nai pas de symptômes ,personal-testing
estce que lon sait quand les tests de dépistages vont être disponibles pour toute la population ,personal-testing
estce que tout le monde pourrait être testé même sans symptôme ,personal-testing
estce quon me me garde à lhôpital quand je me fait tester,personal-testing
estce vrai que le test de dépistage nest pas valable si la personne na pas encore de symptômes,personal-testing
estil possible de faire un test de dépistage par nousmêmes quelconque ,personal-testing
estil possible de tester positif à la covid19 sans nécessairement avoir tous les symptômes,personal-testing
estque les cliniques de dépistages vont bientôt permettre aux gens qui nont pas de critères de contact mais seulement des critères cliniques de se faire le test de dépistage,personal-testing
javais de la grippe mais après 3 semaines en repos je nai pas subi pas de test y atil une forme de vérifier si cétait le covd19,personal-testing
je dois attendre combien de temps avant de me faire tester,personal-testing
je fais de la fièvre et je nai pas dautres symptômes devraisje me faire tester,personal-testing
je me mouche mais je ne fais pas de fièvre doisje faire un test,personal-testing
je ne suis pas allé en voyage mais je fais partie de la communauté iranienne je nai pas de symptômes de virus estce que je devrais passer le test,personal-testing
je reviens de voyage doisje aller faire un test,personal-testing
je vous contacte pour mon conjoint qui na pas accès à internet ni téléphone il travail dans une centrale nuclélsire dans la grande région de toronto il est très exposé aux risques dattraper le virus il y a environ 3000 travailleurs à chaque jour qui passent au meme endroits il est contracteur et la centrale a décider de renvoyer les contracteur chez eux par mesure préventive car il y aurait eu des travailleurs avec des symptomes qui sont repartis à la maison cette semaine mon chum a un système immunitaire assez bas il a même une crise de zona en ce moment il aimerait se faire tester pour la covid 19 avant de revenir à la maison pour éviter de contaminer notre petite famille ,personal-testing
